,LSOA21CD,LAT,LONG,curtailment_risk
714,E01000746,51.41726,-0.07752,4
715,E01000747,51.3333,0.014287,5
716,E01000748,51.30777,0.064332,2
717,E01000749,51.34026,0.076287,2
718,E01000750,51.36356,0.069684,4
719,E01000751,51.35927,0.056635,5
720,E01000752,51.35861,0.073626,3
721,E01000753,51.37438,0.069367,5
722,E01000754,51.37606,0.083668,4
723,E01000755,51.37488,0.077062,5
724,E01000756,51.37123,0.058449,3
725,E01000757,51.36951,0.075167,2
726,E01000758,51.36972,0.0845,2
727,E01000759,51.35892,-0.00548,2
728,E01000760,51.36697,-0.00142,2
729,E01000761,51.35947,0.007606,4
730,E01000762,51.39087,0.012672,2
731,E01000763,51.38664,0.022777,4
732,E01000764,51.38561,0.008647,2
733,E01000765,51.37635,0.020959,5
734,E01000766,51.37961,0.004879,1
735,E01000767,51.37886,0.012031,5
736,E01000768,51.37321,0.007746,5
737,E01000769,51.38373,-0.03152,5
738,E01000770,51.40057,-0.02366,3
739,E01000771,51.40211,-0.03393,3
740,E01000772,51.40191,-0.01672,2
741,E01000773,51.39803,-0.02914,1
742,E01000774,51.39622,-0.03974,4
743,E01000775,51.39209,-0.02216,3
744,E01000777,51.3926,-0.03584,3
745,E01000778,51.39199,-0.04286,2
746,E01000779,51.4378,0.034202,1
747,E01000780,51.43281,0.045994,4
748,E01000781,51.43001,0.049105,4
749,E01000782,51.42794,0.042712,3
750,E01000783,51.42691,0.048607,4
751,E01000784,51.42447,0.054467,5
752,E01000785,51.42503,0.04461,5
753,E01000786,51.36898,0.119724,1
754,E01000787,51.37968,0.113924,1
755,E01000788,51.37523,0.103373,4
756,E01000789,51.3758,0.116246,5
757,E01000790,51.37212,0.096218,1
758,E01000791,51.37483,0.109936,5
759,E01000792,51.37328,0.115282,2
760,E01000793,51.36863,0.104924,2
761,E01000794,51.36508,0.1014,2
762,E01000795,51.36252,0.108062,4
763,E01000796,51.41338,-0.06013,1
764,E01000797,51.41232,-0.04225,1
765,E01000798,51.41319,-0.05507,5
766,E01000799,51.4118,-0.05042,2
767,E01000800,51.41584,-0.06008,4
768,E01000801,51.40877,-0.05517,1
769,E01000802,51.41925,-0.05535,4
770,E01000803,51.42102,-0.05084,1
771,E01000804,51.42052,-0.04108,5
772,E01000805,51.41672,-0.04845,3
773,E01000806,51.41647,-0.05617,1
774,E01000807,51.39572,0.071392,1
775,E01000808,51.38373,0.084978,2
776,E01000809,51.38503,0.065592,4
777,E01000810,51.38792,0.082797,4
778,E01000811,51.38612,0.070916,2
779,E01000812,51.37979,0.096712,3
780,E01000813,51.38292,0.077109,4
781,E01000814,51.37698,0.094903,3
782,E01000815,51.39183,0.085087,2
783,E01000816,51.42542,0.018649,4
784,E01000818,51.41813,0.033372,1
785,E01000819,51.42019,0.020835,4
786,E01000820,51.4155,0.024252,4
787,E01000822,51.41438,0.011418,1
788,E01000823,51.41202,0.020086,5
789,E01000824,51.41215,0.012873,4
790,E01000825,51.409,0.024942,3
791,E01000826,51.39237,-0.00779,4
792,E01000827,51.39287,0.005659,5
793,E01000828,51.40098,-0.00142,3
794,E01000829,51.39879,0.013077,3
795,E01000830,51.39658,-0.01121,2
796,E01000831,51.39937,0.004448,4
797,E01000832,51.38173,-0.01078,4
798,E01000833,51.38904,-0.00292,4
799,E01000834,51.38349,0.000234,3
800,E01000835,51.37795,-0.01837,5
801,E01000836,51.37978,-0.00674,1
802,E01000837,51.38206,-0.02137,2
803,E01000838,51.37595,-0.00278,2
804,E01000839,51.37221,-0.02138,1
805,E01000840,51.36836,-0.01236,3
806,E01000841,51.37476,-0.01321,5
807,E01000842,51.54705,-0.16827,5
808,E01000843,51.5473,-0.16232,3
809,E01000844,51.54498,-0.17053,5
810,E01000845,51.54502,-0.16339,3
811,E01000846,51.54348,-0.16536,2
812,E01000847,51.5432,-0.16947,3
813,E01000848,51.54923,-0.16905,5
814,E01000849,51.54963,-0.16505,5
815,E01000850,51.52006,-0.13117,1
816,E01000851,51.52166,-0.13886,4
817,E01000853,51.52468,-0.1249,2
818,E01000855,51.51828,-0.12767,4
819,E01000856,51.54276,-0.14202,5
820,E01000857,51.54155,-0.15903,1
821,E01000858,51.54253,-0.14939,4
822,E01000859,51.54078,-0.15314,1
823,E01000860,51.53889,-0.1574,2
824,E01000861,51.53925,-0.1392,3
825,E01000862,51.5389,-0.14899,5
826,E01000863,51.5393,-0.14355,3
827,E01000866,51.54516,-0.13854,3
828,E01000867,51.54273,-0.13675,4
829,E01000868,51.5427,-0.13,4
830,E01000869,51.54688,-0.13036,5
831,E01000870,51.54721,-0.13538,4
832,E01000871,51.55535,-0.20071,4
833,E01000872,51.55356,-0.20846,5
834,E01000873,51.55234,-0.20011,4
835,E01000874,51.55305,-0.19222,1
836,E01000875,51.55052,-0.20473,1
837,E01000876,51.54909,-0.20145,4
838,E01000877,51.55467,-0.19432,4
839,E01000878,51.55588,-0.19145,4
840,E01000879,51.55338,-0.17928,4
841,E01000880,51.55377,-0.18505,1
842,E01000881,51.55052,-0.17667,5
843,E01000882,51.54836,-0.1734,4
844,E01000883,51.5471,-0.17705,3
845,E01000884,51.55978,-0.19269,5
846,E01000885,51.55852,-0.1839,2
847,E01000886,51.55468,-0.15364,3
848,E01000887,51.55452,-0.16314,4
849,E01000888,51.5544,-0.15755,5
850,E01000889,51.55352,-0.15062,1
851,E01000890,51.55209,-0.15637,3
852,E01000891,51.55097,-0.15184,2
853,E01000892,51.55107,-0.16008,5
854,E01000893,51.56015,-0.16694,1
855,E01000894,51.55796,-0.17151,4
856,E01000895,51.5551,-0.17688,1
857,E01000896,51.55556,-0.16979,2
858,E01000897,51.55107,-0.17146,2
859,E01000898,51.55197,-0.1663,2
860,E01000899,51.56397,-0.18007,1
861,E01000900,51.54797,-0.15326,3
862,E01000901,51.54919,-0.1497,3
863,E01000902,51.54818,-0.15575,5
864,E01000903,51.54881,-0.1594,5
865,E01000904,51.54448,-0.14905,4
866,E01000905,51.54608,-0.15201,1
867,E01000906,51.5447,-0.15735,2
868,E01000907,51.56501,-0.14282,4
869,E01000908,51.56398,-0.14602,1
870,E01000909,51.56261,-0.1498,1
871,E01000910,51.55863,-0.14552,4
872,E01000911,51.55805,-0.14248,4
873,E01000912,51.56007,-0.15641,3
874,E01000913,51.56736,-0.16062,1
875,E01000914,51.51899,-0.11715,2
876,E01000915,51.52165,-0.11983,1
877,E01000916,51.52083,-0.1089,3
878,E01000917,51.52043,-0.1108,4
879,E01000918,51.51683,-0.12274,2
880,E01000919,51.51476,-0.1272,5
881,E01000920,51.5232,-0.11566,3
882,E01000921,51.55534,-0.13926,2
883,E01000922,51.54935,-0.14429,4
884,E01000923,51.55362,-0.13803,1
885,E01000924,51.55255,-0.13506,5
886,E01000925,51.55072,-0.13745,3
887,E01000926,51.55008,-0.13199,2
888,E01000927,51.54684,-0.14411,2
889,E01000928,51.55388,-0.14348,2
890,E01000929,51.53753,-0.18681,5
891,E01000930,51.53728,-0.19093,4
892,E01000931,51.54419,-0.1981,5
893,E01000932,51.54331,-0.19502,3
894,E01000933,51.54051,-0.19175,1
895,E01000934,51.54001,-0.1806,4
896,E01000935,51.54,-0.18534,2
897,E01000937,51.52505,-0.12108,2
898,E01000938,51.52927,-0.11688,2
899,E01000939,51.52833,-0.12094,4
900,E01000941,51.52787,-0.12305,5
901,E01000942,51.5282,-0.12623,3
902,E01000943,51.52611,-0.12687,5
903,E01000944,51.5271,-0.14302,3
904,E01000946,51.5303,-0.14655,1
905,E01000947,51.53464,-0.13768,3
906,E01000948,51.53491,-0.14503,5
907,E01000949,51.53109,-0.14293,4
908,E01000951,51.52875,-0.14147,2
909,E01000952,51.53393,-0.13356,4
910,E01000954,51.53203,-0.13698,2
911,E01000955,51.53098,-0.13289,4
912,E01000956,51.52985,-0.12763,4
913,E01000957,51.54099,-0.13406,3
914,E01000958,51.53753,-0.13288,2
915,E01000959,51.53673,-0.1379,2
916,E01000960,51.54477,-0.1795,5
917,E01000961,51.54193,-0.17759,5
918,E01000962,51.54325,-0.18257,2
919,E01000963,51.54105,-0.17225,4
920,E01000964,51.54577,-0.18541,4
921,E01000965,51.54237,-0.19071,4
922,E01000966,51.54256,-0.1838,4
923,E01000967,51.53913,-0.16578,3
924,E01000968,51.54489,-0.19263,3
925,E01000969,51.55102,-0.18774,3
926,E01000970,51.55028,-0.19343,3
927,E01000971,51.55053,-0.19632,1
928,E01000972,51.54883,-0.18388,2
929,E01000973,51.54724,-0.19105,2
930,E01000974,51.54737,-0.19933,2
931,E01000975,51.37757,-0.0893,3
932,E01000976,51.38166,-0.08813,1
933,E01000977,51.37784,-0.07517,2
934,E01000978,51.37723,-0.08012,4
935,E01000979,51.37727,-0.08403,1
936,E01000980,51.38642,-0.08165,4
937,E01000981,51.38453,-0.07448,5
938,E01000982,51.38388,-0.08154,3
939,E01000983,51.38173,-0.07657,3
940,E01000984,51.38211,-0.08328,2
941,E01000985,51.38062,-0.06008,1
942,E01000986,51.37702,-0.06941,4
943,E01000987,51.38105,-0.06581,5
944,E01000989,51.38969,-0.04752,3
945,E01000990,51.38807,-0.05972,3
946,E01000991,51.38413,-0.04859,2
947,E01000992,51.38495,-0.05975,1
948,E01000993,51.3835,-0.06974,2
949,E01000994,51.40219,-0.11025,1
950,E01000995,51.39974,-0.11549,2
951,E01000996,51.40016,-0.10942,3
952,E01000997,51.39767,-0.1074,5
953,E01000998,51.39927,-0.10443,2
954,E01000999,51.39758,-0.11235,2
955,E01001000,51.39663,-0.10198,4
956,E01001001,51.39466,-0.09654,5
957,E01001002,51.3941,-0.10736,1
958,E01001003,51.39348,-0.1011,3
959,E01001004,51.39154,-0.10466,3
960,E01001005,51.38369,-0.11108,3
961,E01001006,51.38272,-0.1254,5
962,E01001007,51.38733,-0.12777,1
963,E01001008,51.38387,-0.11771,4
964,E01001009,51.38466,-0.11383,4
965,E01001010,51.37821,-0.11826,4
966,E01001011,51.38224,-0.10877,3
967,E01001012,51.38175,-0.10261,2
968,E01001013,51.37937,-0.10669,5
969,E01001015,51.31381,-0.13327,5
970,E01001016,51.31907,-0.12615,2
971,E01001017,51.30677,-0.1393,5
972,E01001018,51.30827,-0.11258,1
973,E01001019,51.30976,-0.12824,5
974,E01001020,51.30443,-0.12093,4
975,E01001021,51.29378,-0.12054,1
976,E01001022,51.29874,-0.10453,5
977,E01001023,51.3193,-0.13729,1
978,E01001024,51.32013,-0.14506,4
979,E01001025,51.32049,-0.15544,1
980,E01001026,51.31645,-0.15547,5
981,E01001027,51.31023,-0.14908,2
982,E01001028,51.32992,-0.13916,1
983,E01001029,51.33544,-0.12624,1
984,E01001030,51.3297,-0.13114,3
985,E01001031,51.32501,-0.14017,2
986,E01001032,51.34857,-0.084,3
987,E01001033,51.35005,-0.10097,4
988,E01001034,51.35097,-0.09292,1
989,E01001035,51.36402,-0.08971,1
990,E01001036,51.35989,-0.07899,1
991,E01001037,51.36005,-0.09535,2
992,E01001038,51.35954,-0.09018,2
993,E01001039,51.35425,-0.08605,2
994,E01001040,51.35605,-0.09609,4
995,E01001041,51.35385,-0.10042,2
996,E01001042,51.37102,-0.10366,5
997,E01001044,51.36837,-0.08752,4
998,E01001046,51.37201,-0.08293,5
999,E01001047,51.36536,-0.09576,5
1000,E01001049,51.3688,-0.07388,1
1001,E01001050,51.37342,-0.0868,4
1002,E01001051,51.35675,-0.0225,1
1003,E01001052,51.35877,-0.01763,4
1004,E01001053,51.34843,-0.01425,4
1005,E01001054,51.35359,-0.02293,4
1006,E01001055,51.35419,-0.01331,4
1007,E01001056,51.35116,-0.01559,4
1008,E01001057,51.34831,-0.01997,5
1009,E01001058,51.34612,-0.03478,3
1010,E01001059,51.34617,-0.04545,3
1011,E01001060,51.33961,-0.02959,1
1012,E01001061,51.35139,-0.0481,2
1013,E01001062,51.37189,-0.05796,2
1014,E01001063,51.37148,-0.04612,4
1015,E01001064,51.36018,-0.04584,4
1016,E01001065,51.35376,-0.03108,4
1017,E01001066,51.34906,-0.05216,4
1018,E01001067,51.32601,-0.11552,1
1019,E01001068,51.32189,-0.09519,5
1020,E01001069,51.32395,-0.10942,5
1021,E01001070,51.31811,-0.11254,1
1022,E01001071,51.31387,-0.08819,3
1023,E01001072,51.30856,-0.10059,2
1024,E01001073,51.33324,-0.11683,2
1025,E01001074,51.33035,-0.12335,2
1026,E01001075,51.32537,-0.1035,3
1027,E01001076,51.3398,-0.00936,1
1028,E01001077,51.34456,-0.01512,2
1029,E01001078,51.34427,-0.02139,1
1030,E01001079,51.34103,-0.00308,1
1031,E01001080,51.33796,-0.01365,4
1032,E01001081,51.33392,-0.00535,2
1033,E01001082,51.34698,-0.0102,5
1034,E01001083,51.41347,-0.1156,5
1035,E01001084,51.41862,-0.11288,1
1036,E01001085,51.41143,-0.12516,4
1037,E01001086,51.40515,-0.11441,4
1038,E01001087,51.41033,-0.11711,2
1039,E01001088,51.40574,-0.12882,5
1040,E01001089,51.40884,-0.12626,1
1041,E01001090,51.40595,-0.12156,2
1042,E01001091,51.40219,-0.12341,1
1043,E01001092,51.34343,-0.1218,4
1044,E01001093,51.3439,-0.11002,4
1045,E01001094,51.34011,-0.13452,1
1046,E01001095,51.34503,-0.10437,5
1047,E01001096,51.33995,-0.1032,1
1048,E01001097,51.33697,-0.11396,5
1049,E01001098,51.33513,-0.10652,2
1050,E01001099,51.3311,-0.10863,4
1051,E01001100,51.34583,-0.09835,1
1052,E01001101,51.3338,-0.08931,5
1053,E01001102,51.33642,-0.07926,5
1054,E01001103,51.32917,-0.07465,2
1055,E01001104,51.32826,-0.0901,1
1056,E01001105,51.32496,-0.06558,4
1057,E01001106,51.32161,-0.06285,4
1058,E01001107,51.34185,-0.09362,3
1059,E01001108,51.34082,-0.08143,5
1060,E01001109,51.3879,-0.0879,5
1061,E01001110,51.38344,-0.09962,5
1062,E01001111,51.39698,-0.08805,2
1063,E01001112,51.39409,-0.08284,5
1064,E01001113,51.39285,-0.08901,1
1065,E01001114,51.39246,-0.09382,4
1066,E01001115,51.38787,-0.10115,4
1067,E01001116,51.38941,-0.09555,4
1068,E01001118,51.38533,-0.09668,3
1069,E01001119,51.34046,-0.04795,5
1070,E01001120,51.34219,-0.0584,1
1071,E01001121,51.33417,-0.05717,3
1072,E01001122,51.35779,-0.06804,5
1073,E01001123,51.35351,-0.06062,2
1074,E01001124,51.34519,-0.07317,4
1075,E01001125,51.34397,-0.06415,4
1076,E01001126,51.34501,-0.05104,4
1077,E01001127,51.3694,-0.03594,1
1078,E01001128,51.37066,-0.02693,5
1079,E01001129,51.37198,-0.04069,2
1080,E01001130,51.36707,-0.02735,1
1081,E01001131,51.38712,-0.04057,2
1082,E01001132,51.38072,-0.04286,5
1083,E01001133,51.37603,-0.04132,3
1084,E01001134,51.37848,-0.05212,4
1085,E01001135,51.37358,-0.03034,1
1086,E01001136,51.39662,-0.07888,2
1087,E01001137,51.41351,-0.08487,1
1088,E01001138,51.41211,-0.0766,2
1089,E01001139,51.40261,-0.08334,3
1090,E01001140,51.408,-0.0809,2
1091,E01001141,51.40445,-0.07358,4
1092,E01001142,51.40272,-0.07667,4
1093,E01001143,51.40262,-0.0693,1
1094,E01001144,51.39986,-0.08087,5
1095,E01001145,51.39946,-0.07373,3
1096,E01001146,51.40556,-0.09567,1
1097,E01001147,51.40617,-0.10436,1
1098,E01001148,51.40775,-0.09603,2
1099,E01001149,51.40706,-0.0899,2
1100,E01001150,51.40232,-0.08784,3
1101,E01001151,51.40352,-0.10425,2
1102,E01001152,51.40293,-0.09925,3
1103,E01001153,51.40214,-0.09484,1
1104,E01001154,51.39927,-0.09172,2
1105,E01001155,51.39759,-0.09662,1
1106,E01001156,51.4155,-0.09129,4
1107,E01001157,51.41421,-0.10666,5
1108,E01001158,51.41022,-0.09072,4
1109,E01001159,51.41475,-0.09999,4
1110,E01001160,51.41086,-0.10227,3
1111,E01001161,51.40873,-0.11055,2
1112,E01001162,51.41976,-0.09402,3
1113,E01001163,51.42015,-0.10118,5
1114,E01001164,51.41839,-0.08527,4
1115,E01001165,51.37174,-0.11427,1
1116,E01001166,51.36927,-0.1063,1
1117,E01001167,51.36616,-0.11513,3
1118,E01001168,51.36926,-0.1136,3
1119,E01001169,51.36088,-0.11042,4
1120,E01001170,51.36433,-0.10168,2
1121,E01001171,51.362,-0.10531,2
1122,E01001172,51.35788,-0.11817,2
1123,E01001173,51.35443,-0.10825,5
1124,E01001174,51.39423,-0.1218,1
1125,E01001175,51.3929,-0.1111,3
1126,E01001176,51.3923,-0.11762,2
1127,E01001177,51.39148,-0.12779,1
1128,E01001178,51.39008,-0.11027,4
1129,E01001179,51.38925,-0.11776,1
1130,E01001180,51.38693,-0.11969,5
1131,E01001181,51.38813,-0.11146,4
1132,E01001182,51.39961,-0.12052,5
1133,E01001183,51.3956,-0.11377,2
1134,E01001184,51.39792,-0.12264,1
1135,E01001185,51.3872,-0.06856,2
1136,E01001186,51.39148,-0.07125,1
1137,E01001187,51.3878,-0.07716,3
1138,E01001188,51.39394,-0.07489,5
1139,E01001189,51.3902,-0.06226,3
1140,E01001190,51.39901,-0.06135,4
1141,E01001191,51.39597,-0.07075,2
1142,E01001192,51.39667,-0.0667,5
1143,E01001193,51.39085,-0.07614,3
1144,E01001194,51.39466,-0.05866,5
1145,E01001195,51.52024,-0.27323,3
1146,E01001196,51.51733,-0.26387,1
1147,E01001197,51.51415,-0.27555,3
1148,E01001198,51.5147,-0.26371,3
1149,E01001199,51.51393,-0.27047,2
1150,E01001200,51.5108,-0.26346,4
1151,E01001201,51.51187,-0.26676,1
1152,E01001202,51.50923,-0.27104,5
1153,E01001203,51.50819,-0.26539,5
1154,E01001204,51.51962,-0.32552,4
1155,E01001205,51.51643,-0.32786,2
1156,E01001206,51.52145,-0.33021,2
1157,E01001207,51.5157,-0.32352,1
1158,E01001208,51.52577,-0.32483,3
1159,E01001209,51.52853,-0.3143,1
1160,E01001210,51.52781,-0.33011,4
1161,E01001211,51.52429,-0.31164,2
1162,E01001212,51.52318,-0.31928,1
1163,E01001213,51.51515,-0.37623,5
1164,E01001214,51.51631,-0.36639,5
1165,E01001215,51.51303,-0.37507,4
1166,E01001216,51.51245,-0.36781,1
1167,E01001217,51.52192,-0.36394,5
1168,E01001218,51.52121,-0.35785,4
1169,E01001219,51.51728,-0.36174,2
1170,E01001220,51.51527,-0.35445,5
1171,E01001223,51.52084,-0.30024,5
1172,E01001224,51.51901,-0.31956,2
1173,E01001225,51.51825,-0.30255,1
1174,E01001226,51.52006,-0.30992,5
1175,E01001227,51.51767,-0.3156,5
1176,E01001228,51.5152,-0.31196,4
1177,E01001229,51.50217,-0.29955,2
1178,E01001230,51.50605,-0.30234,2
1179,E01001231,51.50403,-0.28738,3
1180,E01001232,51.50507,-0.29415,3
1181,E01001233,51.50018,-0.30357,1
1182,E01001234,51.50918,-0.29178,5
1183,E01001235,51.51367,-0.29522,5
1184,E01001236,51.51044,-0.30119,4
1185,E01001237,51.50842,-0.29612,3
1186,E01001239,51.5227,-0.25602,1
1187,E01001240,51.51853,-0.25296,4
1188,E01001241,51.50984,-0.25724,2
1189,E01001242,51.51212,-0.25841,2
1190,E01001243,51.51106,-0.24868,4
1191,E01001244,51.50773,-0.25722,2
1192,E01001245,51.50647,-0.24835,2
1193,E01001246,51.52974,-0.25756,4
1194,E01001247,51.52502,-0.27475,5
1195,E01001248,51.50003,-0.33487,3
1196,E01001249,51.51163,-0.32279,4
1197,E01001250,51.50983,-0.32941,3
1198,E01001251,51.50999,-0.33945,3
1199,E01001252,51.50764,-0.33602,1
1200,E01001253,51.50346,-0.33689,5
1201,E01001254,51.50562,-0.34132,1
1202,E01001255,51.5049,-0.33014,5
1203,E01001257,51.53381,-0.37643,1
1204,E01001258,51.5331,-0.36544,3
1205,E01001259,51.52966,-0.36052,4
1206,E01001260,51.53028,-0.34846,2
1207,E01001261,51.5264,-0.35324,5
1208,E01001262,51.53537,-0.36774,5
1209,E01001263,51.53846,-0.37289,2
1210,E01001264,51.5356,-0.36123,1
1211,E01001265,51.54151,-0.3582,1
1212,E01001266,51.54036,-0.33797,1
1213,E01001267,51.5351,-0.3486,3
1214,E01001268,51.53458,-0.35589,2
1215,E01001269,51.55037,-0.34294,3
1216,E01001270,51.54829,-0.3545,2
1217,E01001271,51.5494,-0.34978,3
1218,E01001272,51.54229,-0.34837,1
1219,E01001273,51.51985,-0.28762,5
1220,E01001274,51.52009,-0.28269,3
1221,E01001275,51.51863,-0.29484,1
1222,E01001276,51.53506,-0.28313,1
1223,E01001277,51.53104,-0.29614,3
1224,E01001278,51.5268,-0.28897,2
1225,E01001279,51.52776,-0.30224,1
1226,E01001280,51.52482,-0.29451,3
1227,E01001281,51.52684,-0.3066,4
1228,E01001282,51.52467,-0.33466,5
1229,E01001283,51.52553,-0.34011,4
1230,E01001284,51.52204,-0.34545,3
1231,E01001285,51.52089,-0.33957,5
1232,E01001286,51.5196,-0.33361,5
1233,E01001287,51.52055,-0.34356,2
1234,E01001288,51.51685,-0.33815,3
1235,E01001289,51.51543,-0.33334,3
1236,E01001290,51.51409,-0.34365,5
1237,E01001291,51.52809,-0.36559,2
1238,E01001292,51.52612,-0.36036,4
1239,E01001293,51.52594,-0.36764,5
1240,E01001294,51.52649,-0.37395,5
1241,E01001295,51.52409,-0.37062,2
1242,E01001296,51.52054,-0.3696,1
1243,E01001297,51.51926,-0.37838,4
1244,E01001298,51.51763,-0.37248,3
1245,E01001299,51.49888,-0.32484,5
1246,E01001300,51.49824,-0.31138,1
1247,E01001301,51.49746,-0.30258,3
1248,E01001302,51.49645,-0.3181,1
1249,E01001303,51.50071,-0.31093,4
1250,E01001304,51.49432,-0.30903,4
1251,E01001305,51.50288,-0.3264,5
1252,E01001306,51.50013,-0.31961,2
1253,E01001307,51.54763,-0.33502,5
1254,E01001308,51.54675,-0.31785,1
1255,E01001309,51.5561,-0.35139,4
1256,E01001310,51.55611,-0.35788,1
1257,E01001311,51.55517,-0.34347,4
1258,E01001312,51.55383,-0.33471,2
1259,E01001313,51.55244,-0.32536,4
1260,E01001314,51.54832,-0.32774,3
1261,E01001315,51.55197,-0.35755,1
1262,E01001316,51.55463,-0.36344,4
1263,E01001317,51.5519,-0.37494,3
1264,E01001318,51.55145,-0.3664,2
1265,E01001319,51.54918,-0.36114,1
1266,E01001320,51.54905,-0.38609,5
1267,E01001321,51.54613,-0.37804,5
1268,E01001322,51.5445,-0.36545,2
1269,E01001323,51.54481,-0.37229,3
1270,E01001324,51.53911,-0.37975,3
1271,E01001325,51.53794,-0.40997,3
1272,E01001326,51.54315,-0.38693,3
1273,E01001327,51.53965,-0.39598,3
1274,E01001328,51.53705,-0.38691,5
1275,E01001329,51.53582,-0.39908,1
1276,E01001330,51.5337,-0.38442,3
1277,E01001331,51.53316,-0.3924,5
1278,E01001332,51.53133,-0.38256,5
1279,E01001333,51.50284,-0.37667,5
1280,E01001334,51.50052,-0.37037,3
1281,E01001335,51.49635,-0.36713,1
1282,E01001336,51.49357,-0.37288,2
1283,E01001337,51.50445,-0.34835,5
1284,E01001338,51.50615,-0.36832,2
1285,E01001339,51.50368,-0.36417,1
1286,E01001340,51.5065,-0.35207,3
1287,E01001341,51.54005,-0.31221,1
1288,E01001342,51.54184,-0.31017,3
1289,E01001343,51.54049,-0.3186,1
1290,E01001344,51.53797,-0.32466,2
1291,E01001345,51.53771,-0.30874,4
1292,E01001346,51.53682,-0.33418,2
1293,E01001347,51.53402,-0.31627,4
1294,E01001348,51.53344,-0.32748,2
1295,E01001349,51.53152,-0.3358,4
1296,E01001350,51.51241,-0.28159,5
1297,E01001351,51.50808,-0.27542,5
1298,E01001352,51.50952,-0.28446,4
1299,E01001353,51.50437,-0.27814,2
1300,E01001354,51.50778,-0.28149,1
1301,E01001355,51.50437,-0.26696,3
1302,E01001356,51.50472,-0.27242,5
1303,E01001357,51.50146,-0.27085,5
1304,E01001358,51.50038,-0.27481,1
1305,E01001359,51.51231,-0.38502,2
1306,E01001360,51.50967,-0.38053,4
1307,E01001361,51.50899,-0.37207,1
1308,E01001362,51.50719,-0.38259,3
1309,E01001363,51.51338,-0.38707,1
1310,E01001364,51.51605,-0.38316,4
1311,E01001365,51.50787,-0.39018,2
1312,E01001366,51.50208,-0.39375,4
1313,E01001367,51.50023,-0.38382,5
1314,E01001368,51.50069,-0.3914,4
1315,E01001369,51.49879,-0.37969,4
1316,E01001370,51.49954,-0.40263,5
1317,E01001371,51.49734,-0.3875,5
1318,E01001372,51.49728,-0.3829,2
1319,E01001373,51.50309,-0.38592,5
1320,E01001374,51.49994,-0.26755,5
1321,E01001375,51.50173,-0.25942,4
1322,E01001376,51.50289,-0.26252,4
1323,E01001377,51.4977,-0.25827,4
1324,E01001379,51.49942,-0.26095,1
1325,E01001380,51.49681,-0.27016,2
